llave anónima vde,llave ctp
4038695,161480537229888000
4038730,161642020179966000
4038782,161791828745602000
4039265,161952150467184000
4039373,161629569819367000
4039481,161945616634308000
4039609,161625581688493000
4040052,161645678830971000
4040444,161808949867348000
4040499,161641796641752000
4040640,161477812722720000
4040687,161805099507002000
4040738,161965437460693000
4041123,161964553683240000
4041333,161628735202424000
4041589,161640960385057000
4041693,161641624565678000
4041825,161968011536630000
4041851,161481599713544000
4042213,161808280516000000
4042398,161480069481006000
4042518,161808885506582000
4042617,161805826775902000
4042677,161953876103584000
4042810,161949832462608000
4042874,161624756730466000
4043256,161783431826965000
4043392,161807146161708000
4044040,161788110520029000
4044319,161964767785753000
4044541,161807812292683000
4044796,162111498298241000
4044829,161641013455129000
4045033,161462039965679000
4045079,161317586240683000
4046183,162266105077220000
4046561,161964308994827000
4046623,161808089043153000
4046943,161807609557024000
4047139,161807039967042000
4047231,161950920634913000
4047812,161953372255439000
4048314,161804359367764000
4048490,161969346071856000
4048890,161642258192047000
4048983,161643451471472000
4049132,161807916878588000
4049368,161478108479319000
4049485,161644048112837000
4049721,161947105609016000
4049760,161467120660641000
4049802,162131504830780000
4049963,161947108828429000
4050041,161622571325518000
4050604,161966797742176000
4051555,161944990462123000
4051661,161944992071819000
4052378,161787941583924000
4052742,162115228290705000
4052819,161948774878531000
4053574,161809617611058000
4053777,161945608585814000
4053881,161806948253494000
4054268,161949584565878000
4054593,161789470056662000
4054901,161807603120973000
4054980,161782400528549000
4055187,161806533129342000
4055514,161783140617562000
4055555,162274192245944000
4055674,161317777423096000
4055902,161964964180664000
4055976,161641775735308000
4056043,161947057317837000
4056316,162108799073117000
4056384,161805865391996000
4056535,161642353075290000
4057014,161791230222634000
4057533,161789238371909000
4057627,161789239980830000
4057712,161461422765536000
4057799,161642452783135000
4057921,161954396049936000
4058310,161787360766176000
4058497,161806212937045000
4058666,161806214546051000
4058802,161632599545225000
4059469,161782785052847000
4059731,161946590503478000
4059797,161969222116000000
4059895,161947379259167000
4060152,161954383171998000
4060217,161964780664104000
4060669,161964236554214000
4060735,161964783883692000
4060961,161641015063313000
4061364,161644738031044000
4061424,161949966069366000
4061641,161142764430735000
4061906,161807677135562000
4061933,161965979962801000
4063072,161625861499296000
4063190,161966073331208000
4063513,161964759736784000
4064106,161945000120297000
4064139,161806206501022000
4064367,162109105070062000
4064761,161808137313608000
4065203,161642454391326000
4065259,161623029632174000
4065356,161789975258713000
4065481,161643843871599000
4065504,161950711370724000
4065702,161641471787933000
4065741,161806534738349000
4065877,161966604565759000
4066310,161963674737564000
4066333,161949067846682000
4066761,161787516830676000
4067134,161949074285545000
4067874,161962969650998000
4067899,161964281628371000
4068076,161964283238162000
4068124,161964284847954000
4068389,161643554396050000
4068726,161806259598214000
4068927,160996166535212000
4069004,161806784134580000
4069100,161643668578041000
4069187,161808409237306000
4069316,161783385169087000
4069508,161784488871029000
4069924,161467022614205000
4070497,161962707256161000
4070564,161644007907859000
4071143,161965960645203000
4071347,161463410990010000
4071412,161783193710970000
4071746,161784572533721000
4071878,161625776269543000
4072532,161808658634981000
4072608,161965556585707000
4072718,161805289369080000
4072831,162110931394680000
4072954,161807691616680000
4073269,161642078074780000
4073352,161807532324425000
4073567,161944599306334000
4073767,161966031476401000
4073926,161787603711977000
4074128,161965550146516000
4074783,161966652859853000
4074856,161964289677328000
4074963,161806792179622000
4075150,161642208338150000
4075590,161807371423237000
4075651,161946679037184000
4075875,161643556004246000
4075990,161804874247055000
4076307,161943094246285000
4076431,161625750539811000
4076614,161783184057622000
4076971,161792132834309000
4077129,161467027436160000
4077248,161952251880263000
4077557,161645966700214000
4077758,161965524389753000
4077857,161790046051420000
4078110,161965997670600000
4078225,161478704815457000
4078268,161786985889901000
4078332,161951968567614000
4078428,161143861128198000
4078549,162270811691448000
4078974,161629201558446000
4079043,162131348600458000
4079098,161967734649431000
4079195,161965992841200000
4079243,161806945035476000
4079324,161643354979711000
4079406,161790042833569000
4079504,161790044442494000
4079534,161788256931392000
4079684,161642378806344000
4080884,161806795397640000
4080973,161783771303449000
4081030,161807693225693000
4081324,161806613579717000
4081728,161807704488785000
4082127,161806570136512000
4082549,161949199843407000
4082922,161804861375062000
4083035,161785692328750000
4083122,161645387745573000
4083287,161965968694202000
4083494,161809366603622000
4083607,161625784310085000
4083750,161806587835595000
4083816,161806449460972000
4083971,161946691914816000
4084104,161808143749669000
4084181,161643795625656000
4084313,161624134395102000
4084419,161965575903281000
4084481,161789841717966000
4084515,161946699963336000
4084563,161641965501540000
4084653,161787040592850000
4084844,161807406821491000
4084891,161806085825618000
4085447,162110267861090000
4085634,161302884813092000
4086156,161804899991041000
4086511,161788229579814000
4086569,161784582187110000
4086905,161809113987361000
4087097,161949956411044000
4087133,162107280366234000
4087323,161318792780332000
4087674,161966636761821000
4088213,161641622957491000
4088374,161629783700357000
4088642,161950004702655000
4088685,161964938423948000
4088725,161469753459672000
4089026,161967728210197000
4089047,161642542841860000
4089661,161945454054781000
4090096,161806629669795000
4090218,161952000762221000
4090477,162110275913674000
4090505,161965579122877000
4090735,161806280515292000
4091080,161806938599438000
4091153,161947746272673000
4091280,161807411648526000
4092089,161631805123915000
4092542,161310581652233000
4092928,161808568529992000
4093060,161803295822822000
4093437,161962559156101000
4094207,161948430399836000
4094283,161953410889135000
4094760,161804906427038000
4094995,161967745918092000
4095044,161966907208863000
4095631,161644874728299000
4096009,161950400694139000
4096330,161806454287993000
4096579,161966879842188000
4096724,161945457274177000
4096757,161630404438466000
4096841,161791595450228000
4096957,161787059899775000
4097024,161300299962991000
4097197,161948446496963000
4097325,161950357231636000
4097389,161806459115014000
4097437,161783462395922000
4097494,161631227802770000
4097538,161794401441615000
4097585,161964996376562000
4097640,161806201674005000
4098176,161643047814462000
4098315,161786475865795000
4098438,161462379104802000
4098519,161967275854303000
4098684,161622677459633000
4098979,161160480646080000
4099039,161479805870250000
4099182,161963689225660000
4099379,161966923306909000
4099713,161145325538243000
4099877,161791600277027000
4099942,161806576572542000
4099973,161788514358125000
4100082,161951907397870000
4100162,161787450865260000
4100263,161965925229609000
4100543,161962013440162000
4100872,162106703807054000
4100910,161806444633952000
4101134,161628815608586000
4101231,161948391766734000
4101650,161965566244494000
4102042,161807936186759000
4102206,161968383402950000
4102488,161965569464089000
4102535,162116157574434000
4102684,161804908036037000
4102884,161950373328859000
4102945,161808576575079000
4103783,162271135565735000
4103860,161805603124452000
4103901,161806861367000000
4104027,161794385352146000
4104972,161806002157364000
4105316,161808724604721000
4105801,161955477798582000
4105939,161807157424781000
4106196,161945801749710000
4106258,161964107770941000
4106508,161806040773479000
4106561,161806856539973000
4106747,161967361174049000
4106860,161964268750040000
4107270,161807159033791000
4107516,161304420631911000
4108007,161961657678938000
4108619,161944950219736000
4109056,162114481000349000
4109132,161944951829432000
4109617,161808578184097000
4109767,161807939404788000
4109840,161806005375374000
4109977,161951022047607000
4110157,162114033271177000
4110215,161630582941096000
4110276,161806854930964000
4110432,161946914054049000
4110675,161644818441187000
4111156,162107803779786000
4111495,161951899349220000
4111791,161945333327462000
4111905,161640859069489000
4112037,161643858345383000
4112141,161805247535053000
4112201,162110119693580000
4112657,161951643402266000
4112832,161786931186961000
4113200,161640883192240000
4113744,162128681422244000
4113862,161640860677672000
4113971,162115816138855000
4114278,162129617186981000
4114876,161621257516703000
4115050,161622344584570000
4115476,161645027507653000
4115567,161963848594761000
4115595,161805928143158000
4115720,161785877352727000
4115792,161964437778179000
4116703,161804554056399000
4116952,161966866963753000
4117344,161969080452223000
4117371,161950684005417000
4117679,161966871793166000
4117951,161952436999457000
4118574,162110127746160000
4118803,161963864692654000
4118867,161965451948868000
4119327,161805673920578000
4119411,161948253331491000
4119899,161785243444932000
4120424,161964130308010000
4120617,161809242708998000
4120796,161785549136354000
4120855,161946484263062000
4121155,161967095556044000
4121918,161622299558018000
4121957,161967101995266000
4122079,161785840347923000
4122289,161967908508807000
4122653,161643684660015000
4123005,161785843565732000
4123262,161783581453997000
4123390,162107829547860000
4124218,162107835989878000
4124534,161623852977695000
4124586,162131773804810000
4124747,161803643365112000
4124771,161944328877917000
4125243,161781539774978000
4125756,161792055605404000
4125887,161464785234776000
4125947,161788660769671000
4126780,161624673109107000
4127036,161963896888443000
4127116,161946147835310000
4127278,161806909637272000
4127742,161808605537395000
4127857,161786408291683000
4127880,161946180029338000
4128161,161964914277028000
4128196,161809226618791000
4128418,162107848873916000
4128568,162129477063690000
4128953,162107494563062000
4129122,161965933278607000
4129409,161805870219008000
4129465,161807662654446000
4129521,161807672308524000
4129661,161782054617960000
4129764,161968092027139000
4129948,161805257189059000
4130298,161965540487729000
4130463,161643001176832000
4130806,161969384707457000
4130894,161625317958992000
4131214,161464262860346000
4131249,161786915097863000
4131309,161807873435208000
4131487,161806790570614000
4131952,161810167897272000
4132150,161951400333332000
4132830,162270760129402000
4132922,161630965676797000
4133089,161947615886248000
4133199,161968119393917000
4133305,161967277464109000
4133365,161781937169333000
4134232,161948293574288000
4134341,161968433307120000
4134395,161641282021991000
4134501,161805278106072000
4134527,161965957425603000
4134701,161949156381065000
4135017,161945479809948000
4135138,161945481419646000
4135236,161949025994072000
4135280,161951685255213000
4135503,161791613148492000
4135964,161953394791761000
4136143,161628807567969000
4136270,161806620015748000
4136335,161789828846572000
4136480,161806621624756000
4136592,161803015858472000
4136648,161632660654637000
4136774,161478719281846000
4137468,162113414826142000
4137552,161625274540132000
4137645,162268130475935000
4137721,161948174455622000
4138077,162113382615496000
4138420,161791627628890000
4138490,162111003868092000
4138533,162111005478612000
4138608,161808060080883000
4139247,161968121003727000
4139672,161478354407566000
4140288,161621032384762000
4140447,161807525888376000
4140578,161644906892367000
4140752,161625289013084000
4141226,161645259089127000
4141271,161965152526715000
4141489,161806682767056000
4141569,161639561268116000
4141592,161625203783482000
4141851,161642607169536000
4141970,161965477705625000
4142065,161805273279069000
4142089,162110168009065000
4142158,161462893439696000
4142272,161965482535017000
4143095,162130696299412000
4143194,161807506580229000
4143246,162108290152521000
4143735,161465487628804000
4143779,161643773110885000
4143922,161808943431271000
4144118,161945326888673000
4144270,161806430152890000
4144361,161639599864364000
4144529,161965513121170000
4144616,161631764920459000
4144734,161468827637786000
4144796,161623065010259000
4144967,161966747838257000
4145121,161788350248559000
4145278,161962142222602000
4145342,161966736569632000
4145394,161641425150530000
4146220,161622269004289000
4146452,161645058063532000
4146654,161964199529018000
4146745,161790926134775000
4146908,162130767166622000
4147495,161966752667669000
4147711,161953980736684000
4147740,161966755887276000
4147938,161966757497080000
4147961,161949735879444000
4148178,161808066516943000
4148270,161807831600847000
4149695,161965072036936000
4149895,161805305459091000
4150011,161965073646732000
4150242,161806288560323000
4150394,161630819336623000
4150517,162108328804690000
4150990,161623928558346000
4151053,161805307068092000
4151408,161477833618558000
4151608,161644955138476000
4152236,161640966817793000
4152296,161963359219185000
4152713,161808719777666000
4153208,161945647218584000
4153603,161947762369766000
4153949,161966424267875000
4153989,162282766250596000
4154048,161804911254035000
4154104,161808549221784000
4154223,161949748757198000
4154314,161806825968805000
4154532,161966771985314000
4154945,162111607813816000
4155155,161641085823423000
4155927,161148027970301000
4156016,161781662050112000
4156169,161947142632259000
4157237,161966099088014000
4157396,161949238476606000
4158141,161787660023943000
4158271,161641323834816000
4158359,161966105527216000
4158430,161804932171026000
4158505,161479178991878000
4158795,161642238893763000
4158930,161788348639642000
4159776,161807905615489000
4160244,161946060911450000
4160741,161802809907840000
4160838,161950867513990000
4160955,161967287122947000
4160977,161480574199760000
4161074,161947147461377000
4161137,161460881109090000
4161232,161946070569656000
4161784,161809596693764000
4162007,161467794127947000
4162118,161964618074958000
4162309,161964621294545000
4162367,161807258792453000
4162433,161806140531796000
4162649,161806294996347000
4162934,162109657475806000
4163351,161791674287956000
4163978,161804320751850000
4164122,161806998132789000
4164189,161629934864450000
4164422,161805532328341000
4164535,161946073789058000
4164845,161949244915472000
4165400,161632821468936000
4165463,161470169758920000
4165780,161793617885379000
4165908,161645296077850000
4166027,161945864528000000
4166087,161791806220524000
4166158,161478976462203000
4166409,161783557320600000
4166557,161967114873710000
4166620,161807828382820000
4166774,161792126398566000
4167185,161477250142982000
4167549,161805421307199000
4168321,161808788965455000
4168744,161479887846742000
4168771,161943419403051000
4169029,161947826758147000
4169359,161483496440408000
4169444,161964223675884000
4169678,161967747527900000
4169873,161623944639338000
4170323,161790768459702000
4170445,161643272961736000
4170793,161806639323842000
4170818,161623428439899000
4171117,161785145301959000
4171252,161966087819411000
4171392,161785146910860000
4171561,161476092839174000
4171718,161945653657380000
4171825,161642825883731000
4172407,161806742300360000
4172477,161945590879130000
4172518,162271423991367000
4172558,162269135929156000
4172942,161967121312932000
4172995,161621881454618000
4173243,161950658249836000
4173564,161624351488697000
4173695,161951265116256000
4173832,161964659929582000
4173996,161621699740616000
4174042,161964663149169000
4174251,161643705566582000
4174293,161624890203064000
4174400,161808909641868000
4174734,161949261012640000
4174988,161967290342560000
4175084,161805313504097000
4175212,161951514624000000
4175444,161623467034221000
4175792,161945437957802000
4175903,161626139702231000
4176047,161783558929493000
4176086,161790197290436000
4176535,161622719270052000
4177443,161966511197199000
4177740,161460353919120000
4178466,161808200065210000
4178906,161965141258145000
4178948,161804953088018000
4179030,161807434174691000
4179430,161953266012799000
4179683,161641885092106000
4179741,161950751613827000
4179837,161965126769984000
4179948,161784775254948000
4180053,161783299897811000
4180186,161964679247103000
4180444,161806702075153000
4180922,161808201674226000
4180989,161945594098527000
4181075,161806169493893000
4181179,162132743401667000
4181407,161966512807002000
4181486,161968858297788000
4181519,161949516957712000
4181881,161966514416804000
4181927,161809788167504000
4181959,161320188901748000
4182069,161813146216962000
4182279,161951488868353000
4182372,161808521868490000
4182607,161808315914354000
4182745,161965142867941000
4182765,161806755172427000
4182841,161464132668696000
4183084,161965147697328000
4183526,162129757310333000
4183697,161947907243640000
4183756,161644717124410000
4183899,161806163057871000
4185049,161477282290370000
4185178,161805821948891000
4185218,161640976466896000
4185318,161966298703335000
4185883,161642131145036000
4185995,161468533497013000
4186394,161641126028038000
4186558,161626403432402000
4186696,161965158965898000
4187266,161807282927618000
4187747,162266163083690000
4187900,161784192833987000
4188161,161949883973641000
4188426,161964690515657000
4188847,161632411392633000
4188940,161804945043021000
4189006,161786712375296000
4189051,161807784939451000
4189155,161781559081575000
4189386,161806689203088000
4189836,161953274061483000
4190806,161966269726910000
4190865,161643088019321000
4191178,161966277775917000
4192154,161955321653093000
4192488,161790610784705000
4192703,161965321555316000
4192983,161320747994642000
4193074,161630375492102000
4193637,162113864164996000
4193784,161632887402821000
4194652,161806298214359000
4194746,161809311896900000
4194832,161807427738644000
4194894,161320739961691000
4195169,161806299823365000
4195428,161966528905028000
4195478,161808916077944000
4195695,161953893810722000
4196075,161805036756001000
4196295,161945302743216000
4196414,161788905325367000
4196911,161945307572307000
4196969,161967613913808000
4197308,161968370524455000
4197351,161806401190769000
4197421,161806402799776000
4197617,161806380273683000
4197853,162130087486286000
4198200,161805113988004000
4198338,161946331341314000
4198532,161784603102787000
4198768,161645654707862000
4199077,161643879251962000
4199214,162288415774932000
4199249,161644588468230000
4199293,161631927342451000
4199355,161302680787502000
4199404,161949146722767000
4199435,161629222464077000
4199590,161961934560943000
4199657,161642065209265000
4199688,161965035011645000
4199834,161807418084573000
4200036,161945513613608000
4200180,161944930903392000
4200231,161784128478144000
4200353,161965036621440000
4200431,161965345702266000
4200567,162108079176179000
4200736,161807094673381000
4200788,161804447862584000
4200836,161805048019000000
4201183,161804449471581000
4201600,161805907226102000
4202293,161642425443884000
4202498,161641682460422000
4202533,161321250857756000
4202683,161786036634322000
4202876,161950993072548000
4202978,161812686031795000
4202998,161946340999527000
4203046,161965051109597000
4203100,161782791488404000
4203150,161478137412044000
4203186,161642965796565000
4203273,161807093064371000
4203430,161964577830133000
4203649,161806283733304000
4203755,161947799393083000
4203820,161478143841539000
4203944,161947776857151000
4204136,161786113861791000
4204424,162114832097759000
4204742,161968125833159000
4204974,161789019558683000
4205122,161465264212689000
4205160,161786812127655000
4205208,161782550155104000
4205237,161954835509888000
4205458,161965311896536000
4205719,161952700995709000
4205805,161477385162030000
4205862,161470166544252000
4206090,161963777764040000
4206359,161477534647470000
4206474,161946324902505000
4206713,161642872521336000
4207054,161813157480244000
4207256,161621268773304000
4207473,161643057463628000
4207641,161965052719392000
4208097,162108871546052000
4208349,160831602567880000
4208383,161645279995796000
4208512,161966214993670000
4208551,161806673113008000
4208732,161629442777343000
4208780,161641354390346000
4209210,161790149022657000
4209300,161805347293125000
4209379,161641357606717000
4209428,161807764022276000
4209553,161949417155207000
4209729,161952087687675000
4210102,161966221432874000
4210331,161966223042675000
4210515,161805488885281000
4210555,161809125250502000
4210663,161783398040225000
4211534,161806111569700000
4211921,161964077184922000
4211985,161805995721346000
4212008,161964080404503000
4212077,161809554859181000
4212214,161813152653123000
4212454,161806801833674000
4212763,161806113178706000
4212802,161807879871264000
4212978,161806114787711000
4213253,161943118391579000
4213446,161477787004768000
4213524,161804687603217000
4213720,161643443430491000
4213887,161963508929398000
4213976,161629857674266000
4214070,161641491086170000
4214696,161966683446116000
4214867,161805493712287000
4214932,161966685055919000
4215138,161784949016100000
4215262,161804690821213000
4215512,161785962624683000
4215640,161621948994361000
4215675,161952976260322000
4215738,161951208775824000
4215854,161807226612236000
4216433,161627599869540000
4217079,162113931807458000
4217112,161802805080874000
4217208,162111899318688000
4217276,162111900929213000
4217674,161644673702943000
4217735,161966689885329000
4217815,161306592639206000
4218084,161461765118595000
4218529,161948858583690000
4218627,161965835080843000
4218822,161631340372272000
4219065,161643522232116000
4219111,161964851495045000
4219422,161806142140801000
4219528,162129393311867000
4219608,161964854714633000
4219714,161470412466451000
4219758,161803194456392000
4219818,161968798734669000
4220266,161946429533165000
4220340,161804542793417000
4220457,161947474231920000
4220493,161807260401464000
4220580,161804348104789000
4220979,162108141985915000
4221488,161303752324915000
4221736,161478818939210000
4222063,161783267719976000
4222140,161956287502685000
4222240,161629386492917000
4222366,161810084227963000
4222674,162275557046035000
4222951,161644736422841000
4223330,161808171102930000
4223468,161641769302557000
4223710,161641590793750000
4223930,161968512187922000
4224196,161946989710199000
4224245,161806546001400000
4224579,161806547610408000
4224720,161806106742685000
4225117,161966668957886000
4225315,162111870329242000
4225503,161461718507124000
4225837,161947197362276000
4226544,161945190064436000
4226768,161804745527155000
4226968,162268800777736000
4227141,161952134369873000
4227257,161804066530533000
4227490,161787914232372000
4227640,162111433877332000
4227671,161968017975870000
4228950,161640945911402000
4229258,161964460315271000
4229456,161964463534856000
4229511,161964465144648000
4229655,161962364372430000
4229696,161461697612329000
4230092,161626035175089000
4230698,161965854398434000
4231249,161961998952141000
4231586,161807327979930000
4231762,162109150164374000
4231831,161643951620897000
4232509,161626199202312000
4232564,161645045197898000
4232958,161626205634754000
4233260,161806706902178000
4233382,161949574907568000
4233714,161645075753779000
4233883,161641613308368000
4234110,161945738971431000
4234239,161969001571283000
4234400,161803569351445000
4235225,161945566733652000
4235253,161793292879037000
4235494,161805509802309000
4235706,161948884339128000
4235942,161962478666967000
4237079,161968302912368000
4237247,161143565677856000
4237295,162274781993567000
4237503,161469480213353000
4237572,161788799136687000
4238306,161966707593167000
4238350,161809744723872000
4238404,162108712105617000
4238611,161963727860586000
4238711,161629412222939000
4239487,161783410911363000
4239986,162108720158162000
4240125,161645077361984000
4240539,161809271671374000
4240704,161627948831206000
4241050,161791558444770000
4241075,161807614384062000
4241208,161806541174378000
4241743,161949330230470000
4241999,161952053883329000
4242414,161787725989402000
4242976,161964803201220000
4243348,161803527517640000
4243452,161642234069193000
4243726,161807331197952000
4243873,161806816314752000
4245230,161627035420822000
4245395,162283787862944000
4245992,161641910823122000
4246736,161469108920196000
4246989,161470828766549000
4247871,161966694714740000
4248191,161308340537353000
4248284,161631843719237000
4248369,161479172562363000
4248429,161945735752032000
4248693,161783993330916000
4248859,162115688905877000
4248903,161947425940686000
4249099,161964816079573000
4249438,161945054849953000
4249968,161806866194027000
4250197,161949384960857000
4250699,161477298364064000
4250757,162277166776306000
4250864,161809805866763000
4251415,161945053240257000
4251868,162109844295454000
4251929,161952408024272000
4251990,161468657261130000
4252606,161806668285984000
4253159,161967003797148000
4253718,161807760804249000
4253850,161641360823089000
4253921,161964788713074000
4254062,161784253972050000
4254119,161644607766654000
4254304,161789478101274000
4254359,161481176970006000
4254415,161965290969181000
4254714,162114630780391000
4254766,161964787103280000
4255518,162270671507156000
4256818,161954074101632000
4257118,161967432005554000
4257441,161805640131516000
4257569,161948024752497000
4257883,162104502262297000
4258097,161805867001000000
4258208,161807968367047000
4258472,161628268847074000
4259355,161945177186864000
4259397,161954058004226000
4259429,161643658928857000
4259489,161788575497004000
4259728,162129399754314000
4260306,161632559341670000
4260644,161807472790976000
4261481,161786063985715000
4261775,161802990114636000
4262018,161806360965605000
4262117,161622753040009000
4262482,161947168387560000
4263075,161967023114808000
4263102,161968832540762000
4263149,161954077321114000
4263256,161967024724613000
4263304,161804842067075000
4263369,161644101183416000
4263491,161785069683622000
4263710,161806243508155000
4263791,161807345679054000
4263971,161789516715417000
4264370,161310048281545000
4264422,161806877457090000
4264482,161808862980316000
4264754,161964457095686000
4264909,162115474703636000
4265022,161805611169465000
4265150,161965720785122000
4265235,161948679905396000
4265622,161950452205262000
4265723,161965717565525000
4265748,161961920072925000
4265860,161944589648173000
4265974,161966952283392000
4266006,161641243425542000
4266247,161643115358628000
4266401,161805007794005000
4266436,162112229476457000
4266858,161947181265211000
4267050,161809830002117000
4267724,161808586229184000
4267813,161944369120227000
4268143,161804737482163000
4268256,161951556476931000
4268530,161642803369028000
4268758,162282750136862000
4268805,161805831602914000
4268923,162109301552464000
4269070,161786741335655000
4269401,161621617728136000
4269556,161628289752644000
4269825,161628561525180000
4270791,161626844055242000
4271591,161790511031176000
4272047,161809997340626000
4272494,161805027102002000
4272943,161808193629148000
4273176,161804743918157000
4273257,161625099256643000
4274009,161631304993282000
4274336,161787244924534000
4274748,161808245117650000
4274857,161641838454644000
4275107,161645574297510000
4275152,161945186845043000
4275480,161783489747098000
4275940,161955233117024000
4276177,161807802638601000
4276307,161642591087616000
4276742,161466156270762000
4277004,161950474741381000
4277043,161965263602643000
4277369,161786786385108000
4277652,161626890690541000
4277682,161950555227533000
4278021,161787257795825000
4278213,161806512212247000
4278235,162266043848179000
4278325,161951796326522000
4278601,161789721048665000
4278959,162109907105533000
4279583,161625488418279000
4289075,161950793466659000
4293365,161809093070100000
4308569,161808383493040000
4329644,161642385239108000
4330981,161803171930522000
4331060,161459537419278000
4334400,161479191850910000
4355001,161469533255268000
4360431,161464283755307000
4370284,161476285722854000
4523468,161319673187610000
4523759,162111875160816000
4523784,162112012055450000
4524300,162111184246430000
4524564,162128215956796000
4524860,161949029213504000
4524905,161782371568578000
4525122,161955677407358000
4525175,161807836427889000
4525292,161965226577329000
4525457,162129789522606000
4525643,161954523219605000
4525775,161965646734395000
4526115,161784400381668000
4526202,161964342800452000
4526884,161805403608180000
4527406,161946770790323000
4527431,161947620715374000
4527579,161966628712805000
4527607,161964307385035000
4527647,161965015694103000
4527934,161793817394384000
4528007,161945433128709000
4528262,161967100385460000
4528365,161641175881768000
4528404,161967391760379000
4528493,161783370689057000
4528743,161642245326524000
4528837,161639537145463000
4528943,161966113576219000
4529415,161806750345402000
4529557,161806286951316000
4529606,161139774624396000
4529832,162109303162976000
4529877,161965134818962000
4530447,161628215779094000
4530500,161965305457350000
4531548,161966699544150000
4531936,161804397983682000
4532027,161965751371297000
4593123,161788898889688000
4594005,161806957907551000
4594468,161804631288287000
4594921,161477274253522000
4596922,161642832316504000
4597755,161318834551426000
4598518,161626834406560000
4599067,161644506449943000
